Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category	CMB	Device	Supported Platforms	Proceeds Reason	Preserved Pricing	Client	Order Type
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	11	0.00	12/07/2024	12/07/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/07/2024	12/07/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		Desktop	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	57	0.00	12/07/2024	12/07/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/07/2024	12/07/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.9.1	7	1	0.00	12/07/2024	12/07/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/07/2024	12/07/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/08/2024	12/08/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	3	0.00	12/08/2024	12/08/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/08/2024	12/08/2024	PLN	PL	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	1	0.00	12/08/2024	12/08/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/08/2024	12/08/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/08/2024	12/08/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/08/2024	12/08/2024	AUD	AU	AUD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.3.3	7	1	0.00	12/08/2024	12/08/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	61	0.00	12/08/2024	12/08/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	15	0.00	12/08/2024	12/08/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/08/2024	12/08/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	48	0.00	12/08/2024	12/08/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/08/2024	12/08/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.9.1	7	1	0.00	12/08/2024	12/08/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/08/2024	12/08/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/09/2024	12/09/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.plus.annual	 	Plus Annual	1.10.0	IAY	1	0.00	12/09/2024	12/09/2024	USD	US	USD	6479270300	0.00	FREE	com.storied	New	7 Days	Reference		iPhone	iOS	 	 	 	Free Trial Intro Offer
APPLE	US	com.storied.upgrade.ultimate.annual	 	Ultimate Annual	1.9.1	IAY	-1	135.15	12/09/2024	12/09/2024	USD	US	USD	6479270084	-159.00	 	com.storied	Renewal	1 Year	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/09/2024	12/09/2024	AUD	AU	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/09/2024	12/09/2024	AUD	AU	AUD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	6	0.00	12/09/2024	12/09/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	63	0.00	12/09/2024	12/09/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/09/2024	12/09/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	49	0.00	12/09/2024	12/09/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	45	0.00	12/10/2024	12/10/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.plus.annual	 	Plus Annual	1.10.0	IAY	1	0.00	12/10/2024	12/10/2024	USD	US	USD	6479270300	0.00	FREE	com.storied	New	7 Days	Reference		iPhone	iOS	 	 	 	Free Trial Intro Offer
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	AUD	AU	AUD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	3	0.00	12/10/2024	12/10/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/10/2024	12/10/2024	AUD	AU	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	1	0.00	12/10/2024	12/10/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	13	0.00	12/10/2024	12/10/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	4	0.00	12/10/2024	12/10/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	46	0.00	12/10/2024	12/10/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/10/2024	12/10/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.8.1	7	1	0.00	12/11/2024	12/11/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	13	0.00	12/11/2024	12/11/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/11/2024	12/11/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	49	0.00	12/11/2024	12/11/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	38	0.00	12/11/2024	12/11/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	3	0.00	12/11/2024	12/11/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/12/2024	12/12/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/12/2024	12/12/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	12	0.00	12/12/2024	12/12/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/12/2024	12/12/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/12/2024	12/12/2024	AUD	AU	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	36	0.00	12/12/2024	12/12/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	3	0.00	12/12/2024	12/12/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/12/2024	12/12/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/12/2024	12/12/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/12/2024	12/12/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	43	0.00	12/12/2024	12/12/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.plus.annual	 	Plus Annual	1.10.0	IAY	2	0.00	12/12/2024	12/12/2024	USD	US	USD	6479270300	0.00	FREE	com.storied	New	7 Days	Reference		iPhone	iOS	 	 	 	Free Trial Intro Offer
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/13/2024	12/13/2024	AUD	AU	 	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/13/2024	12/13/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	8	0.00	12/13/2024	12/13/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/13/2024	12/13/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/13/2024	12/13/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	36	0.00	12/13/2024	12/13/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.8.4	7	1	0.00	12/13/2024	12/13/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	5	0.00	12/13/2024	12/13/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/13/2024	12/13/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	28	0.00	12/13/2024	12/13/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.6.6	7	1	0.00	12/13/2024	12/13/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/13/2024	12/13/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	3	0.00	12/14/2024	12/14/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	10	0.00	12/14/2024	12/14/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/14/2024	12/14/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	32	0.00	12/14/2024	12/14/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/14/2024	12/14/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.8.7	7	1	0.00	12/14/2024	12/14/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/14/2024	12/14/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/14/2024	12/14/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/14/2024	12/14/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	32	0.00	12/14/2024	12/14/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/14/2024	12/14/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/14/2024	12/14/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/15/2024	12/15/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	17	0.00	12/15/2024	12/15/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/15/2024	12/15/2024	CAD	CA	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	27	0.00	12/15/2024	12/15/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.plus.monthly	 	Plus Monthly	1.10.0	IAY	1	8.49	12/15/2024	12/15/2024	USD	US	USD	6479270440	9.99	 	com.storied	New	1 Month	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.ultimate.annual	 	Ultimate Annual	1.10.0	IAY	1	0.00	12/15/2024	12/15/2024	USD	US	USD	6479270084	0.00	FREE	com.storied	New	7 Days	Reference		iPhone	iOS	 	 	 	Free Trial Intro Offer
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	1	0.00	12/15/2024	12/15/2024	PLN	PL	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.plus.monthly	 	Plus Monthly	1.9.0	IAY	1	8.49	12/15/2024	12/15/2024	USD	US	USD	6479270440	9.99	 	com.storied	Renewal	1 Month	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/15/2024	12/15/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	28	0.00	12/15/2024	12/15/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	3	1	0.00	12/16/2024	12/16/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	2	0.00	12/16/2024	12/16/2024	EUR	DE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	6	0.00	12/16/2024	12/16/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	USD	KH	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	31	0.00	12/16/2024	12/16/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	27	0.00	12/16/2024	12/16/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/16/2024	12/16/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	USD	KH	USD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	1	10	0.00	12/17/2024	12/17/2024	USD	US	 	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		Desktop	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	ILS	IL	ILS	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	EUR	FR	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.ultimate.annual	 	Ultimate Annual	1.10.0	IAY	1	0.00	12/17/2024	12/17/2024	USD	US	USD	6479270084	0.00	FREE	com.storied	New	7 Days	Reference		iPhone	iOS	 	 	 	Free Trial Intro Offer
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	CAD	CA	CAD	1607957410	0.00	 	 	 	 	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	EUR	IE	EUR	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied.upgrade.ultimate.monthly	 	Ultimate Monthly	1.10.0	IAY	1	19.54	12/17/2024	12/17/2024	USD	US	USD	6479270198	22.99	 	com.storied	New	1 Month	Reference		iPhone	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	37	0.00	12/17/2024	12/17/2024	USD	US	USD	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
APPLE	US	com.storied	Storied.com	Storied: Family History	1.10.0	7	1	0.00	12/17/2024	12/17/2024	GBP	GB	GBP	1607957410	0.00	 	 	 	 	Reference		iPad	iOS	 	 	 	 
